date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:14	223/223	---M--	200	added ('OK')	image/gif	etag:%22bfca329-df-4434b0af0bd00%22	http://www.trekbrasilis.org/classico/fundobarra2.gif	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/fundobarra2.gif	(from )
22:59:15	1104/1104	---M--	200	added ('OK')	image/gif	etag:%22bfca345-450-4434b0eef13c0%22	http://www.trekbrasilis.org/classico/topobarra2.gif	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/topobarra2.gif	(from )
22:59:15	3339/3339	---M--	200	added ('OK')	image/jpeg	etag:%22bfca316-d0b-4434b0cab3e40%22	http://www.trekbrasilis.org/classico/destaques.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/destaques.jpg	(from )
22:59:15	16051/16051	---M--	200	added ('OK')	text/html	etag:%22bfcf038-3eb3-4435fbac0e340%22	http://www.trekbrasilis.org/classico/universo/quadrinhos/startrekxmen.htm	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/universo/quadrinhos/startrekxmen.htm	(from )
22:59:15	11694/11694	---M--	200	added ('OK')	text/html	etag:%22bfcf01d-2dae-4435fb73c9e80%22	http://www.trekbrasilis.org/classico/universo/quadrinhos/gorncrisis.htm	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/universo/quadrinhos/gorncrisis.htm	(from )
22:59:16	46557/46557	---M--	200	added ('OK')	text/html	etag:%22bfcefd8-b5dd-4435fa2418680%22	http://www.trekbrasilis.org/classico/universo/livros/tales.htm	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/universo/livros/tales.htm	(from )
22:59:16	13974/13974	---M--	200	added ('OK')	text/html	etag:%22bfcefb1-3696-4435f9ce43c00%22	http://www.trekbrasilis.org/classico/universo/livros/firstfrontier.htm	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/universo/livros/firstfrontier.htm	(from )
22:59:16	3681/3681	---M--	200	added ('OK')	image/jpeg	etag:%22bfca33b-e61-4434b09828700%22	http://www.trekbrasilis.org/classico/newsletter.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/newsletter.jpg	(from )
22:59:17	971/971	---M--	200	added ('OK')	image/jpeg	etag:%22bfca307-3cb-4434b0eb20ac0%22	http://www.trekbrasilis.org/classico/assine.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/assine.jpg	(from )
22:59:17	3489/3489	---M--	200	added ('OK')	image/jpeg	etag:%22bfca336-da1-4434b0954c040%22	http://www.trekbrasilis.org/classico/linhaquente.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/linhaquente.jpg	(from )
22:59:17	49/49	---M--	200	added ('OK')	image/gif	etag:%22bfca32d-31-4434b0a952f80%22	http://www.trekbrasilis.org/classico/gifinvisivel.gif	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/gifinvisivel.gif	(from )
22:59:17	1737/1737	---M--	200	added ('OK')	image/jpeg	etag:%22bfca321-6c9-4434b0b895380%22	http://www.trekbrasilis.org/classico/especialicone.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/especialicone.jpg	(from )
22:59:18	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:30%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-23028.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-23028.3f.delayed	(from )
22:59:18	1572/1572	---M--	200	added ('OK')	image/jpeg	etag:%22bfca326-624-4434b0b2dc600%22	http://www.trekbrasilis.org/classico/filmesicone.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/filmesicone.jpg	(from )
22:59:20	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:31%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-23050.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-23050.41.delayed	(from )
22:59:21	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:32%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-366.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-366.42.delayed	(from )
22:59:21	2214/2214	---M--	200	added ('OK')	image/jpeg	etag:%22bfca334-8a6-4434b09ced240%22	http://www.trekbrasilis.org/classico/interacaoicone.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/interacaoicone.jpg	(from )
22:59:23	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:34%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-57861.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-57861.44.delayed	(from )
22:59:25	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:36%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-53841.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-53841.45.delayed	(from )
22:59:26	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:37%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-63514.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-63514.46.delayed	(from )
22:59:27	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:39%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-6916.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-6916.47.delayed	(from )
22:59:29	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:40%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-26292.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-26292.48.delayed	(from )
22:59:29	1744/1744	---M--	200	added ('OK')	image/jpeg	etag:%22bfca32c-6d0-4434b0aa471c0%22	http://www.trekbrasilis.org/classico/geralicone.jpg	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/geralicone.jpg	(from )
22:59:31	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:42%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-11160.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-11160.4a.delayed	(from )
22:59:32	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:43%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-29546.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-29546.4b.delayed	(from )
22:59:33	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:44%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-17716.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-17716.4c.delayed	(from )
22:59:34	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:45%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-30948.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-30948.4d.delayed	(from )
22:59:35	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:46%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-13716.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-13716.4e.delayed	(from )
22:59:36	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:47%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-38878.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-38878.4f.delayed	(from )
22:59:37	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:48%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-26945.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-26945.50.delayed	(from )
22:59:38	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:49%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-3206.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-3206.51.delayed	(from )
22:59:39	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:50%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-54887.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-54887.52.delayed	(from )
22:59:40	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:52%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-43473.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-43473.53.delayed	(from )
22:59:42	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:53%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-7234.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-7234.54.delayed	(from )
22:59:43	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:54%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-49747.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-49747.55.delayed	(from )
22:59:44	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:55%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-2490.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-2490.56.delayed	(from )
22:59:45	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:56%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-19775.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-19775.57.delayed	(from )
22:59:46	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:58%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-49641.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-49641.58.delayed	(from )
22:59:48	22955/22955	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Nov%202011%2000:59:59%20GMT	http://www.trekbrasilis.org/classico/cgi-bin/news/viewnews-43611.cgi	C:/Users/udef01/Documents/Sites%20Baixados/TrekBrasilis/www.trekbrasilis.org/classico/cgi-bin/news/viewnews-43611.59.delayed	(from )
